Bin ID,Fullness,fullnessThreshold,timestamp,reason,year,month,day,day_of_week,fullness_change
1510830,0,6,2019-06-22,NOT_READY,2019,6,22,5,-3.0
1510830,1,6,2019-06-23,NOT_READY,2019,6,23,6,1.0
1510830,1,6,2019-06-24,NOT_READY,2019,6,24,0,0.0
1510830,3,6,2019-06-25,FULLNESS,2019,6,25,1,2.0
1510830,0,6,2019-06-26,NOT_READY,2019,6,26,2,-3.0
1510830,1,6,2019-06-27,NOT_READY,2019,6,27,3,1.0
1510830,2,6,2019-06-28,NOT_READY,2019,6,28,4,1.0
1510830,4,6,2019-06-29,FULLNESS,2019,6,29,5,2.0
1510830,0,6,2019-06-30,NOT_READY,2019,6,30,6,-4.0
1510830,0,6,2019-07-01,NOT_READY,2019,7,1,0,0.0
1510830,0,6,2019-07-02,NOT_READY,2019,7,2,1,0.0
1510830,0,6,2019-07-03,NOT_READY,2019,7,3,2,0.0
1510830,3,6,2019-07-04,FULLNESS,2019,7,4,3,3.0
1510830,0,6,2019-07-05,NOT_READY,2019,7,5,4,-3.0
1510830,0,6,2019-07-06,NOT_READY,2019,7,6,5,0.0
1510830,0,6,2019-07-07,NOT_READY,2019,7,7,6,0.0
1510830,1,6,2019-07-08,NOT_READY,2019,7,8,0,1.0
1510830,1,6,2019-07-09,NOT_READY,2019,7,9,1,0.0
1510830,2,6,2019-07-10,NOT_READY,2019,7,10,2,1.0
1510830,3,6,2019-07-11,FULLNESS,2019,7,11,3,1.0
1510830,0,6,2019-07-12,NOT_READY,2019,7,12,4,-3.0
1510830,2,6,2019-07-13,NOT_READY,2019,7,13,5,2.0
1510830,3,6,2019-07-14,FULLNESS,2019,7,14,6,1.0
1510830,0,6,2019-07-15,NOT_READY,2019,7,15,0,-3.0
1510830,0,6,2019-07-16,NOT_READY,2019,7,16,1,0.0
1510830,2,6,2019-07-17,NOT_READY,2019,7,17,2,2.0
1510830,2,6,2019-07-18,NOT_READY,2019,7,18,3,0.0
1510830,3,6,2019-07-19,FULLNESS,2019,7,19,4,1.0
1510830,0,6,2019-07-20,NOT_READY,2019,7,20,5,-3.0
1510830,1,6,2019-07-21,NOT_READY,2019,7,21,6,1.0
1510830,1,6,2019-07-22,NOT_READY,2019,7,22,0,0.0
1510830,0,6,2019-07-23,NOT_READY,2019,7,23,1,-1.0
1510830,0,6,2019-07-24,NOT_READY,2019,7,24,2,0.0
1510830,0,6,2019-07-25,NOT_READY,2019,7,25,3,0.0
1510830,0,6,2019-07-26,NOT_READY,2019,7,26,4,0.0
1510830,2,6,2019-07-27,NOT_READY,2019,7,27,5,2.0
1510830,3,6,2019-07-28,FULLNESS,2019,7,28,6,1.0
1510830,0,6,2019-07-29,NOT_READY,2019,7,29,0,-3.0
1510830,0,6,2019-07-30,NOT_READY,2019,7,30,1,0.0
1510830,0,6,2019-07-31,NOT_READY,2019,7,31,2,0.0
1510830,1,6,2019-08-01,NOT_READY,2019,8,1,3,1.0
1510830,3,6,2019-08-02,FULLNESS,2019,8,2,4,2.0
1510830,0,6,2019-08-03,NOT_READY,2019,8,3,5,-3.0
1510830,0,6,2019-08-04,NOT_READY,2019,8,4,6,0.0
1510830,2,6,2019-08-05,NOT_READY,2019,8,5,0,2.0
1510830,2,6,2019-08-06,NOT_READY,2019,8,6,1,0.0
1510830,2,6,2019-08-07,NOT_READY,2019,8,7,2,0.0
